away_goals,year,home_behinds,home_goals,away_behinds,away_team,home_team,venue,home_score,away_score,roundname,winner
6,2016,9,10,13,Western Bulldogs,Fremantle,Subiaco,69,49,Round 23,Fremantle
14,2016,10,7,15,Western Bulldogs,West Coast,Subiaco,52,99,Elimination Final,Western Bulldogs
12,2016,13,12,11,Hawthorn,Geelong,M.C.G.,85,83,Qualifying Final,Geelong
12,2016,13,7,19,Greater Western Sydney,Sydney,Stadium Australia,55,91,Qualifying Final,Greater Western Sydney
12,2016,15,21,7,North Melbourne,Adelaide,Adelaide Oval,141,79,Elimination Final,Adelaide
16,2016,12,12,11,Western Bulldogs,Hawthorn,M.C.G.,84,107,Semi-Final,Western Bulldogs
12,2016,10,18,10,Adelaide,Sydney,S.C.G.,118,82,Semi-Final,Sydney
15,2016,12,8,7,Sydney,Geelong,M.C.G.,60,97,Preliminary Final,Sydney
13,2016,11,12,11,Western Bulldogs,Greater Western Sydney,Sydney Showground,83,89,Preliminary Final,Western Bulldogs
13,2016,7,10,11,Western Bulldogs,Sydney,M.C.G.,67,89,Grand Final,Western Bulldogs
13,2011,20,14,6,Richmond,Carlton,M.C.G.,104,84,Round 1,Carlton
6,2011,12,6,11,St Kilda,Geelong,M.C.G.,48,47,Round 1,Geelong
12,2011,11,24,8,Port Adelaide,Collingwood,Docklands,155,80,Round 1,Collingwood
12,2011,9,16,13,Hawthorn,Adelaide,Football Park,105,85,Round 1,Adelaide
13,2011,8,14,16,Fremantle,Brisbane Lions,Gabba,92,94,Round 1,Fremantle
8,2011,17,16,10,Western Bulldogs,Essendon,Docklands,113,58,Round 1,Essendon
11,2011,18,11,18,Sydney,Melbourne,M.C.G.,84,84,Round 1,
13,2011,14,13,10,North Melbourne,West Coast,Subiaco,92,88,Round 1,West Coast
14,2011,17,13,11,Richmond,St Kilda,M.C.G.,95,95,Round 2,
21,2011,14,7,17,Collingwood,North Melbourne,Docklands,56,143,Round 2,Collingwood
16,2011,8,15,20,West Coast,Port Adelaide,Football Park,98,116,Round 2,West Coast
26,2011,10,7,15,Carlton,Gold Coast,Gabba,52,171,Round 2,Carlton
13,2011,18,10,11,Geelong,Fremantle,Subiaco,78,89,Round 2,Geelong
6,2011,9,19,9,Brisbane Lions,Western Bulldogs,Docklands,123,45,Round 2,Western Bulldogs
13,2011,14,14,15,Essendon,Sydney,Stadium Australia,98,93,Round 2,Sydney
12,2011,26,16,5,Melbourne,Hawthorn,M.C.G.,122,77,Round 2,Hawthorn
11,2011,12,15,8,Carlton,Collingwood,M.C.G.,102,74,Round 3,Collingwood
7,2011,14,18,9,Gold Coast,Western Bulldogs,Docklands,122,51,Round 3,Western Bulldogs
11,2011,12,7,13,Fremantle,Adelaide,Football Park,54,79,Round 3,Fremantle
17,2011,16,6,13,Hawthorn,Richmond,M.C.G.,52,115,Round 3,Hawthorn
15,2011,10,13,11,Sydney,West Coast,Subiaco,88,101,Round 3,Sydney
11,2011,10,12,5,Brisbane Lions,Melbourne,M.C.G.,82,71,Round 3,Melbourne
6,2011,20,17,7,Port Adelaide,Geelong,GMHBA Stadium,122,43,Round 3,Geelong
21,2011,12,12,10,Essendon,St Kilda,Docklands,84,136,Round 3,Essendon
24,2011,12,13,17,Collingwood,Richmond,M.C.G.,90,161,Round 4,Collingwood
9,2011,12,10,11,West Coast,Hawthorn,University of Tasmania Stadium,72,65,Round 4,Hawthorn
11,2011,13,11,13,Essendon,Carlton,M.C.G.,79,79,Round 4,
11,2011,12,7,15,Geelong,Sydney,S.C.G.,54,81,Round 4,Geelong
9,2011,14,14,12,Adelaide,Port Adelaide,Football Park,98,66,Round 4,Port Adelaide
23,2011,15,9,21,Melbourne,Gold Coast,Gabba,69,159,Round 4,Melbourne
14,2011,19,18,14,North Melbourne,Fremantle,Subiaco,127,98,Round 4,Fremantle
13,2011,10,11,11,St Kilda,Brisbane Lions,Gabba,76,89,Round 5,St Kilda
15,2011,11,15,14,Gold Coast,Port Adelaide,Football Park,101,104,Round 5,Gold Coast
12,2011,19,11,7,Adelaide,Carlton,Docklands,85,79,Round 5,Carlton
17,2011,19,14,10,Richmond,North Melbourne,Docklands,103,112,Round 5,Richmond
16,2011,11,11,11,Collingwood,Essendon,M.C.G.,77,107,Round 5,Collingwood
11,2011,13,12,12,Western Bulldogs,Fremantle,Subiaco,85,78,Round 5,Fremantle
17,2011,8,15,15,Geelong,Hawthorn,M.C.G.,98,117,Round 5,Geelong
6,2011,16,15,16,Melbourne,West Coast,Subiaco,106,52,Round 6,West Coast
12,2011,11,10,15,Carlton,Sydney,S.C.G.,71,87,Round 6,Carlton
10,2011,25,18,13,Port Adelaide,North Melbourne,Docklands,133,73,Round 6,North Melbourne
14,2011,16,18,14,Brisbane Lions,Richmond,M.C.G.,124,98,Round 6,Richmond
9,2011,12,13,17,St Kilda,Adelaide,Football Park,90,71,Round 6,Adelaide
8,2011,11,31,10,Gold Coast,Essendon,Docklands,197,58,Round 6,Essendon
8,2011,15,15,9,Western Bulldogs,Collingwood,M.C.G.,105,57,Round 6,Collingwood
15,2011,12,10,14,Hawthorn,Port Adelaide,Football Park,72,104,Round 7,Hawthorn
10,2011,5,10,13,Sydney,Western Bulldogs,UNSW Canberra Oval,65,73,Round 7,Sydney
9,2011,13,19,7,North Melbourne,Geelong,GMHBA Stadium,127,61,Round 7,Geelong
14,2011,10,23,15,Fremantle,Richmond,M.C.G.,148,99,Round 7,Richmond
17,2011,16,18,14,Brisbane Lions,Gold Coast,Gabba,124,116,Round 7,Gold Coast
12,2011,10,16,18,West Coast,Essendon,Docklands,106,90,Round 7,Essendon
8,2011,17,22,5,Adelaide,Melbourne,M.C.G.,149,53,Round 7,Melbourne
11,2011,9,12,18,Carlton,St Kilda,Docklands,81,84,Round 7,Carlton
9,2011,17,8,8,Collingwood,Geelong,M.C.G.,65,62,Round 8,Geelong
12,2011,10,19,11,Melbourne,North Melbourne,Docklands,124,83,Round 8,North Melbourne
9,2011,10,20,19,Gold Coast,Adelaide,Football Park,130,73,Round 8,Adelaide
15,2011,12,9,12,Essendon,Brisbane Lions,Gabba,66,102,Round 8,Essendon
9,2011,13,18,5,Port Adelaide,Sydney,S.C.G.,121,59,Round 8,Sydney
10,2011,15,14,9,St Kilda,Hawthorn,M.C.G.,99,69,Round 8,Hawthorn
18,2011,15,23,10,Richmond,Western Bulldogs,Docklands,153,118,Round 8,Western Bulldogs
9,2011,12,14,9,Fremantle,West Coast,Subiaco,96,63,Round 8,West Coast
15,2011,16,14,12,Geelong,Carlton,Docklands,100,102,Round 9,Geelong
13,2011,10,16,8,Melbourne,St Kilda,Docklands,106,86,Round 9,St Kilda
21,2011,6,14,16,Fremantle,Port Adelaide,Football Park,90,142,Round 9,Fremantle
8,2011,13,10,11,North Melbourne,Brisbane Lions,Gabba,73,59,Round 9,Brisbane Lions
13,2011,9,16,11,Essendon,Richmond,M.C.G.,105,89,Round 9,Richmond
14,2011,15,20,8,Adelaide,Collingwood,Docklands,135,92,Round 9,Collingwood
15,2011,12,8,16,Hawthorn,Sydney,S.C.G.,60,106,Round 9,Hawthorn
8,2011,19,26,4,Western Bulldogs,West Coast,Subiaco,175,52,Round 9,West Coast
13,2011,10,6,15,Carlton,Melbourne,M.C.G.,46,93,Round 10,Carlton
10,2011,17,9,12,Sydney,North Melbourne,Docklands,71,72,Round 10,Sydney
15,2011,14,7,12,St Kilda,Fremantle,Subiaco,56,102,Round 10,St Kilda
21,2011,13,10,13,Geelong,Gold Coast,Carrara,73,139,Round 10,Geelong
13,2011,14,10,11,Port Adelaide,Richmond,Marrara Oval,74,89,Round 10,Port Adelaide
15,2011,13,8,11,Brisbane Lions,Adelaide,Football Park,61,101,Round 10,Brisbane Lions
7,2011,9,16,11,West Coast,Collingwood,M.C.G.,105,53,Round 10,Collingwood
13,2011,8,9,13,Hawthorn,Western Bulldogs,Docklands,62,91,Round 10,Hawthorn
15,2011,8,10,11,Melbourne,Essendon,M.C.G.,68,101,Round 11,Melbourne
13,2011,10,23,9,Western Bulldogs,Geelong,GMHBA Stadium,148,87,Round 11,Geelong
10,2011,7,13,7,Gold Coast,West Coast,Subiaco,85,67,Round 11,West Coast
7,2011,12,16,9,St Kilda,Collingwood,M.C.G.,108,51,Round 11,Collingwood
17,2011,9,7,14,Sydney,Brisbane Lions,Gabba,51,116,Round 11,Sydney
13,2011,9,17,11,Fremantle,Hawthorn,M.C.G.,111,89,Round 11,Hawthorn
10,2011,7,18,8,Adelaide,North Melbourne,Docklands,115,68,Round 11,North Melbourne
16,2011,7,7,15,Carlton,Port Adelaide,Football Park,49,111,Round 11,Carlton
8,2011,9,12,9,Western Bulldogs,St Kilda,Docklands,81,57,Round 12,St Kilda
15,2011,7,10,16,West Coast,Adelaide,Football Park,67,106,Round 12,West Coast
18,2011,9,9,14,North Melbourne,Gold Coast,Carrara,63,122,Round 12,North Melbourne
13,2011,10,13,5,Hawthorn,Geelong,M.C.G.,88,83,Round 12,Geelong
9,2011,10,19,9,Brisbane Lions,Carlton,Docklands,124,63,Round 12,Carlton
9,2011,21,9,11,Richmond,Sydney,S.C.G.,75,65,Round 12,Sydney
9,2011,8,15,10,Essendon,Fremantle,Subiaco,98,64,Round 12,Fremantle
19,2011,5,6,15,Collingwood,Melbourne,M.C.G.,41,129,Round 12,Collingwood
10,2011,16,14,10,Adelaide,Western Bulldogs,Docklands,100,70,Round 13,Western Bulldogs
8,2011,15,19,10,Gold Coast,Hawthorn,University of Tasmania Stadium,129,58,Round 13,Hawthorn
17,2011,18,12,9,North Melbourne,Essendon,Docklands,90,111,Round 13,North Melbourne
18,2011,10,14,17,Richmond,Brisbane Lions,Gabba,94,125,Round 13,Richmond
15,2011,6,11,10,Geelong,St Kilda,M.C.G.,72,100,Round 13,Geelong
8,2011,17,22,12,Fremantle,Melbourne,M.C.G.,149,60,Round 13,Melbourne
10,2011,10,15,6,Sydney,Carlton,Docklands,100,66,Round 13,Carlton
13,2011,20,15,10,Port Adelaide,West Coast,Subiaco,110,88,Round 13,West Coast
12,2011,8,23,9,Essendon,Hawthorn,M.C.G.,146,81,Round 14,Hawthorn
17,2011,10,13,8,Western Bulldogs,Gold Coast,Carrara,88,110,Round 14,Western Bulldogs
17,2011,13,13,16,Melbourne,Richmond,M.C.G.,91,118,Round 14,Melbourne
13,2011,9,14,21,Collingwood,Sydney,Stadium Australia,93,99,Round 14,Collingwood
10,2011,16,12,5,Brisbane Lions,Fremantle,Subiaco,88,65,Round 14,Fremantle
10,2011,11,19,13,Adelaide,Geelong,GMHBA Stadium,125,73,Round 14,Geelong
15,2011,7,10,13,West Coast,Carlton,Docklands,67,103,Round 14,West Coast
21,2011,7,14,10,North Melbourne,Port Adelaide,Football Park,91,136,Round 14,North Melbourne
8,2011,13,19,15,Melbourne,Western Bulldogs,Docklands,127,63,Round 15,Western Bulldogs
28,2011,9,12,16,Carlton,Richmond,M.C.G.,81,184,Round 15,Carlton
9,2011,10,17,8,Gold Coast,Fremantle,Subiaco,112,62,Round 15,Fremantle
16,2011,7,18,15,Geelong,Essendon,Docklands,115,111,Round 15,Essendon
6,2011,9,8,14,Sydney,Adelaide,Football Park,57,50,Round 15,Adelaide
13,2011,9,15,10,Port Adelaide,Brisbane Lions,Gabba,99,88,Round 15,Brisbane Lions
9,2011,16,15,11,Hawthorn,Collingwood,M.C.G.,106,65,Round 15,Collingwood
12,2011,10,10,7,St Kilda,North Melbourne,Docklands,70,79,Round 15,St Kilda
13,2011,12,14,10,Geelong,West Coast,Subiaco,96,88,Round 16,West Coast
9,2011,9,16,9,Brisbane Lions,Hawthorn,University of Tasmania Stadium,105,63,Round 16,Hawthorn
15,2011,12,4,16,Sydney,Gold Coast,Carrara,36,106,Round 16,Sydney
9,2011,15,15,12,Richmond,Essendon,M.C.G.,105,66,Round 16,Essendon
3,2011,15,22,12,North Melbourne,Collingwood,M.C.G.,147,30,Round 16,Collingwood
17,2011,5,8,7,St Kilda,Port Adelaide,Football Park,53,109,Round 16,St Kilda
9,2011,12,14,15,Carlton,Western Bulldogs,Docklands,96,69,Round 16,Western Bulldogs
12,2011,13,10,12,Essendon,Adelaide,Football Park,73,84,Round 17,Essendon
12,2011,16,9,13,Gold Coast,Richmond,Cazaly's Stadium,70,85,Round 17,Gold Coast
13,2011,13,11,20,Collingwood,Carlton,M.C.G.,79,98,Round 17,Collingwood
9,2011,4,13,7,West Coast,St Kilda,Docklands,82,61,Round 17,St Kilda
14,2011,11,17,8,Port Adelaide,Melbourne,Marrara Oval,113,92,Round 17,Melbourne
15,2011,9,13,8,Fremantle,Sydney,S.C.G.,87,98,Round 17,Fremantle
20,2011,14,15,13,Geelong,Brisbane Lions,Gabba,104,133,Round 17,Geelong
17,2011,16,21,9,Western Bulldogs,North Melbourne,Docklands,142,111,Round 17,North Melbourne
3,2011,13,19,6,Adelaide,St Kilda,Docklands,127,24,Round 18,St Kilda
11,2011,20,17,11,Brisbane Lions,North Melbourne,Docklands,122,77,Round 18,North Melbourne
11,2011,18,16,9,Western Bulldogs,Sydney,S.C.G.,114,75,Round 18,Sydney
19,2011,9,11,15,Collingwood,Gold Coast,Carrara,75,129,Round 18,Collingwood
24,2011,7,12,9,Carlton,Essendon,M.C.G.,79,153,Round 18,Carlton
7,2011,11,17,9,Richmond,Geelong,Docklands,113,51,Round 18,Geelong
20,2011,6,12,12,Hawthorn,Melbourne,M.C.G.,78,132,Round 18,Hawthorn
8,2011,10,9,17,West Coast,Fremantle,Subiaco,64,65,Round 18,West Coast
11,2011,8,9,14,Carlton,North Melbourne,Docklands,62,80,Round 19,Carlton
15,2011,5,15,13,West Coast,Western Bulldogs,Docklands,95,103,Round 19,West Coast
7,2011,11,37,5,Melbourne,Geelong,GMHBA Stadium,233,47,Round 19,Geelong
10,2011,18,6,14,St Kilda,Gold Coast,Carrara,54,74,Round 19,St Kilda
13,2011,8,6,17,Hawthorn,Fremantle,Subiaco,44,95,Round 19,Hawthorn
14,2011,16,25,8,Essendon,Collingwood,M.C.G.,166,92,Round 19,Collingwood
11,2011,15,16,13,Port Adelaide,Adelaide,Football Park,111,79,Round 19,Adelaide
10,2011,17,16,12,Fremantle,St Kilda,Docklands,113,72,Round 20,St Kilda
6,2011,14,29,2,Gold Coast,Geelong,GMHBA Stadium,188,38,Round 20,Geelong
7,2011,8,21,16,Melbourne,Carlton,M.C.G.,134,58,Round 20,Carlton
14,2011,10,15,15,Sydney,Essendon,Docklands,100,99,Round 20,Essendon
23,2011,3,3,21,Collingwood,Port Adelaide,Football Park,21,159,Round 20,Collingwood
16,2011,9,16,14,Adelaide,Brisbane Lions,Gabba,105,110,Round 20,Adelaide
13,2011,13,15,8,North Melbourne,Hawthorn,University of Tasmania Stadium,103,86,Round 20,Hawthorn
14,2011,15,22,6,Richmond,West Coast,Subiaco,147,90,Round 20,West Coast
14,2011,10,10,5,Collingwood,St Kilda,Docklands,70,89,Round 21,Collingwood
5,2011,11,31,2,Port Adelaide,Hawthorn,M.C.G.,197,32,Round 21,Hawthorn
16,2011,13,12,19,Carlton,Fremantle,Subiaco,85,115,Round 21,Carlton
23,2011,11,15,12,Essendon,Western Bulldogs,Docklands,101,150,Round 21,Essendon
8,2011,15,18,13,Gold Coast,Brisbane Lions,Gabba,123,61,Round 21,Brisbane Lions
16,2011,8,9,14,West Coast,Melbourne,Docklands,62,110,Round 21,West Coast
7,2011,15,14,14,Sydney,Richmond,M.C.G.,99,56,Round 21,Richmond
14,2011,13,12,12,Geelong,Adelaide,Football Park,85,96,Round 21,Geelong
10,2011,18,8,18,Hawthorn,Carlton,Docklands,66,78,Round 22,Hawthorn
18,2011,10,9,17,Adelaide,Gold Coast,Carrara,64,125,Round 22,Adelaide
11,2011,14,20,11,Essendon,West Coast,Subiaco,134,77,Round 22,West Coast
6,2011,17,21,9,Fremantle,North Melbourne,Docklands,143,45,Round 22,North Melbourne
13,2011,18,14,6,Brisbane Lions,Collingwood,M.C.G.,102,84,Round 22,Collingwood
10,2011,23,10,8,St Kilda,Sydney,Stadium Australia,83,68,Round 22,Sydney
24,2011,7,15,13,Western Bulldogs,Port Adelaide,Football Park,97,157,Round 22,Western Bulldogs
17,2011,8,17,15,Richmond,Melbourne,M.C.G.,110,117,Round 22,Richmond
20,2011,4,8,12,Collingwood,Fremantle,Subiaco,52,132,Round 23,Collingwood
10,2011,17,16,7,Western Bulldogs,Hawthorn,M.C.G.,113,67,Round 23,Hawthorn
15,2011,14,12,9,Sydney,Geelong,GMHBA Stadium,86,99,Round 23,Sydney
10,2011,21,19,10,North Melbourne,St Kilda,Docklands,135,70,Round 23,St Kilda
13,2011,15,11,11,West Coast,Brisbane Lions,Gabba,81,89,Round 23,West Coast
17,2011,9,15,19,Richmond,Adelaide,Football Park,99,121,Round 23,Richmond
12,2011,10,17,10,Gold Coast,Melbourne,M.C.G.,112,82,Round 23,Melbourne
17,2011,18,17,11,Port Adelaide,Essendon,Docklands,120,113,Round 23,Essendon
22,2011,5,8,17,Geelong,Collingwood,M.C.G.,53,149,Round 24,Geelong
16,2011,13,14,10,Hawthorn,Gold Coast,Carrara,97,106,Round 24,Hawthorn
8,2011,17,15,13,Fremantle,Western Bulldogs,Docklands,107,61,Round 24,Western Bulldogs
9,2011,11,18,13,Brisbane Lions,Sydney,S.C.G.,119,67,Round 24,Sydney
13,2011,12,9,8,St Kilda,Carlton,M.C.G.,66,86,Round 24,St Kilda
7,2011,13,22,8,Adelaide,West Coast,Subiaco,145,50,Round 24,West Coast
15,2011,10,17,14,Melbourne,Port Adelaide,Adelaide Oval,112,104,Round 24,Port Adelaide
15,2011,13,13,14,North Melbourne,Richmond,Docklands,91,104,Round 24,North Melbourne
9,2011,14,14,13,Hawthorn,Geelong,M.C.G.,98,67,Qualifying Final,Geelong
9,2011,10,12,8,West Coast,Collingwood,M.C.G.,82,62,Qualifying Final,Collingwood
12,2011,9,8,10,Sydney,St Kilda,Docklands,57,82,Elimination Final,Sydney
13,2011,23,21,9,Essendon,Carlton,M.C.G.,149,87,Elimination Final,Carlton
13,2011,8,19,8,Sydney,Hawthorn,M.C.G.,122,86,Semi-Final,Hawthorn
15,2011,11,15,8,Carlton,West Coast,Subiaco,101,98,Semi-Final,West Coast
9,2011,8,10,11,Hawthorn,Collingwood,M.C.G.,68,65,Preliminary Final,Collingwood
10,2011,15,17,9,West Coast,Geelong,M.C.G.,117,69,Preliminary Final,Geelong
18,2011,9,12,11,Geelong,Collingwood,M.C.G.,81,119,Grand Final,Geelong
14,2012,7,5,16,Sydney,Greater Western Sydney,Stadium Australia,37,100,Round 1,Sydney
18,2012,9,12,17,Carlton,Richmond,M.C.G.,81,125,Round 1,Carlton
16,2012,17,20,19,Collingwood,Hawthorn,M.C.G.,137,115,Round 1,Hawthorn
17,2012,12,11,17,Brisbane Lions,Melbourne,M.C.G.,78,119,Round 1,Brisbane Lions
19,2012,8,10,23,Adelaide,Gold Coast,Carrara,68,137,Round 1,Adelaide
14,2012,12,15,20,Essendon,North Melbourne,Docklands,102,104,Round 1,Essendon
15,2012,9,16,11,Geelong,Fremantle,Subiaco,105,101,Round 1,Fremantle
21,2012,15,12,10,West Coast,Western Bulldogs,Docklands,87,136,Round 1,West Coast
13,2012,11,13,7,St Kilda,Port Adelaide,Football Park,89,85,Round 1,Port Adelaide
23,2012,9,9,16,Carlton,Brisbane Lions,Gabba,63,154,Round 2,Carlton
13,2012,15,16,8,Port Adelaide,Essendon,Docklands,111,86,Round 2,Essendon
12,2012,10,14,9,Fremantle,Sydney,S.C.G.,94,81,Round 2,Sydney
9,2012,16,25,4,Melbourne,West Coast,Subiaco,166,58,Round 2,West Coast
8,2012,13,12,16,Richmond,Collingwood,M.C.G.,85,64,Round 2,Collingwood
9,2012,16,11,10,Western Bulldogs,Adelaide,Football Park,82,64,Round 2,Adelaide
8,2012,15,28,6,Greater Western Sydney,North Melbourne,Bellerive Oval,183,54,Round 2,North Melbourne
7,2012,13,21,5,Gold Coast,St Kilda,Docklands,139,47,Round 2,St Kilda
13,2012,8,14,12,Hawthorn,Geelong,M.C.G.,92,90,Round 2,Geelong
9,2012,14,18,8,Collingwood,Carlton,M.C.G.,122,62,Round 3,Carlton
11,2012,13,20,8,Melbourne,Richmond,M.C.G.,133,74,Round 3,Richmond
16,2012,11,12,9,Sydney,Port Adelaide,Football Park,83,105,Round 3,Sydney
5,2012,16,8,5,Brisbane Lions,Fremantle,Subiaco,64,35,Round 3,Fremantle
15,2012,10,13,15,Essendon,Gold Coast,Carrara,88,105,Round 3,Essendon
15,2012,10,5,13,St Kilda,Western Bulldogs,Docklands,40,103,Round 3,St Kilda
23,2012,9,10,12,West Coast,Greater Western Sydney,Blacktown,69,150,Round 3,West Coast
12,2012,14,21,12,Adelaide,Hawthorn,M.C.G.,140,84,Round 3,Hawthorn
16,2012,11,20,18,Geelong,North Melbourne,Docklands,131,114,Round 3,North Melbourne
14,2012,13,11,8,Fremantle,St Kilda,Docklands,79,92,Round 4,Fremantle
15,2012,13,11,19,Essendon,Carlton,M.C.G.,79,109,Round 4,Essendon
10,2012,13,14,13,Port Adelaide,Collingwood,Docklands,97,73,Round 4,Collingwood
7,2012,18,13,8,Greater Western Sydney,Adelaide,Football Park,96,50,Round 4,Adelaide
5,2012,21,5,16,Hawthorn,West Coast,Subiaco,51,46,Round 4,West Coast
6,2012,9,17,10,Gold Coast,Brisbane Lions,Gabba,111,46,Round 4,Brisbane Lions
9,2012,9,11,11,Richmond,Geelong,GMHBA Stadium,75,65,Round 4,Geelong
10,2012,11,17,17,North Melbourne,Sydney,S.C.G.,113,77,Round 4,Sydney
13,2012,13,9,10,Western Bulldogs,Melbourne,M.C.G.,67,88,Round 4,Western Bulldogs
11,2012,14,11,13,Essendon,Collingwood,M.C.G.,80,79,Round 5,Collingwood
10,2012,15,7,5,Carlton,Fremantle,Subiaco,57,65,Round 5,Carlton
15,2012,8,9,14,Western Bulldogs,Greater Western Sydney,UNSW Canberra Oval,62,104,Round 5,Western Bulldogs
13,2012,25,17,15,Gold Coast,North Melbourne,Docklands,127,93,Round 5,North Melbourne
12,2012,6,10,12,St Kilda,Melbourne,M.C.G.,66,84,Round 5,St Kilda
12,2012,17,4,7,Geelong,Brisbane Lions,Gabba,41,79,Round 5,Geelong
16,2012,9,10,10,Sydney,Hawthorn,University of Tasmania Stadium,69,106,Round 5,Sydney
16,2012,13,14,11,West Coast,Richmond,Docklands,97,107,Round 5,West Coast
14,2012,14,16,7,Port Adelaide,Adelaide,Football Park,110,91,Round 5,Adelaide
15,2012,11,11,8,Collingwood,Western Bulldogs,Docklands,77,98,Round 6,Collingwood
9,2012,15,19,8,Brisbane Lions,Essendon,Docklands,129,62,Round 6,Essendon
11,2012,17,17,10,Melbourne,Geelong,GMHBA Stadium,119,76,Round 6,Geelong
14,2012,3,14,10,Fremantle,Gold Coast,Carrara,87,94,Round 6,Fremantle
18,2012,10,13,15,Hawthorn,St Kilda,M.C.G.,88,123,Round 6,Hawthorn
15,2012,10,14,9,Adelaide,Sydney,S.C.G.,94,99,Round 6,Adelaide
6,2012,20,15,7,Greater Western Sydney,Carlton,Docklands,110,43,Round 6,Carlton
13,2012,6,8,13,Richmond,Port Adelaide,Football Park,54,91,Round 6,Richmond
15,2012,18,17,5,North Melbourne,West Coast,Subiaco,120,95,Round 6,West Coast
15,2012,13,6,25,Hawthorn,Melbourne,M.C.G.,49,115,Round 7,Hawthorn
10,2012,8,19,12,Geelong,Adelaide,Football Park,122,72,Round 7,Adelaide
9,2012,16,13,13,Gold Coast,Greater Western Sydney,UNSW Canberra Oval,94,67,Round 7,Greater Western Sydney
8,2012,13,13,14,Sydney,Richmond,M.C.G.,91,62,Round 7,Richmond
7,2012,17,16,10,West Coast,Essendon,Docklands,113,52,Round 7,Essendon
17,2012,10,8,14,Collingwood,Brisbane Lions,Gabba,58,116,Round 7,Collingwood
15,2012,11,12,11,Western Bulldogs,North Melbourne,Docklands,83,101,Round 7,Western Bulldogs
7,2012,15,12,5,Port Adelaide,Fremantle,Subiaco,87,47,Round 7,Fremantle
14,2012,8,19,14,Carlton,St Kilda,Docklands,122,98,Round 7,St Kilda
11,2012,12,14,18,Geelong,Collingwood,M.C.G.,96,84,Round 8,Collingwood
14,2012,11,14,9,North Melbourne,Port Adelaide,Football Park,95,93,Round 8,Port Adelaide
9,2012,17,17,9,Fremantle,Hawthorn,University of Tasmania Stadium,119,63,Round 8,Hawthorn
5,2012,12,21,7,Melbourne,Sydney,S.C.G.,138,37,Round 8,Sydney
4,2012,18,9,10,Gold Coast,Western Bulldogs,Marrara Oval,72,34,Round 8,Western Bulldogs
15,2012,14,19,19,Richmond,Essendon,M.C.G.,128,109,Round 8,Essendon
5,2012,18,19,10,Greater Western Sydney,Brisbane Lions,Gabba,132,40,Round 8,Brisbane Lions
19,2012,7,8,10,Adelaide,Carlton,Docklands,55,124,Round 8,Adelaide
13,2012,13,18,13,St Kilda,West Coast,Subiaco,121,91,Round 8,West Coast
14,2012,9,11,11,Geelong,Western Bulldogs,Docklands,75,95,Round 9,Geelong
10,2012,11,21,15,Hawthorn,Richmond,M.C.G.,137,75,Round 9,Richmond
17,2012,10,10,16,Port Adelaide,Gold Coast,Carrara,70,118,Round 9,Port Adelaide
12,2012,15,16,11,Sydney,St Kilda,Docklands,111,83,Round 9,St Kilda
18,2012,11,7,11,Essendon,Greater Western Sydney,Sydney Showground,53,119,Round 9,Essendon
10,2012,13,6,15,Collingwood,Adelaide,Football Park,49,75,Round 9,Collingwood
15,2012,10,17,6,Brisbane Lions,North Melbourne,Docklands,112,96,Round 9,North Melbourne
6,2012,17,15,13,Melbourne,Carlton,M.C.G.,107,49,Round 9,Carlton
5,2012,18,11,6,Fremantle,West Coast,Subiaco,84,36,Round 9,West Coast
18,2012,17,16,13,Richmond,St Kilda,Docklands,113,121,Round 10,Richmond
9,2012,12,19,7,Greater Western Sydney,Geelong,GMHBA Stadium,126,61,Round 10,Geelong
9,2012,12,27,5,North Melbourne,Hawthorn,University of Tasmania Stadium,174,59,Round 10,Hawthorn
17,2012,10,12,9,Adelaide,Fremantle,Subiaco,82,111,Round 10,Adelaide
8,2012,16,6,10,Melbourne,Essendon,M.C.G.,52,58,Round 10,Melbourne
6,2012,15,14,9,Carlton,Port Adelaide,Football Park,99,45,Round 10,Port Adelaide
15,2012,6,16,10,West Coast,Brisbane Lions,Gabba,102,100,Round 10,Brisbane Lions
5,2012,12,20,10,Western Bulldogs,Sydney,S.C.G.,132,40,Round 10,Sydney
7,2012,11,23,10,Gold Coast,Collingwood,M.C.G.,149,52,Round 10,Collingwood
14,2012,19,11,13,Geelong,Carlton,Docklands,85,97,Round 11,Geelong
12,2012,12,9,6,Fremantle,Richmond,M.C.G.,66,78,Round 11,Fremantle
21,2012,7,7,18,St Kilda,Gold Coast,Carrara,49,144,Round 11,St Kilda
13,2012,16,11,8,Sydney,Essendon,Docklands,82,86,Round 11,Sydney
16,2012,8,9,12,Hawthorn,Port Adelaide,Football Park,62,108,Round 11,Hawthorn
19,2012,9,13,15,Collingwood,Melbourne,M.C.G.,87,129,Round 11,Collingwood
10,2012,19,10,9,Carlton,West Coast,Subiaco,79,69,Round 12,West Coast
16,2012,13,17,15,St Kilda,Adelaide,Football Park,115,111,Round 12,Adelaide
11,2012,2,12,20,Richmond,Greater Western Sydney,Sydney Showground,74,86,Round 12,Richmond
11,2012,8,12,21,North Melbourne,Gold Coast,Carrara,80,87,Round 12,North Melbourne
11,2012,21,19,4,Brisbane Lions,Hawthorn,M.C.G.,135,70,Round 12,Hawthorn
8,2012,17,13,9,Port Adelaide,Western Bulldogs,Docklands,95,57,Round 12,Western Bulldogs
11,2012,8,12,8,Geelong,Sydney,S.C.G.,80,74,Round 13,Sydney
