winner,roundname,home_score,away_behinds,away_score,year,home_behinds,away_goals,away_team,venue,home_goals,home_team,points_away,points_home,state
Geelong,Round 20,188,2.0,38,2011,14.0,6.0,Gold Coast,GMHBA Stadium,29.0,Geelong,8.0,43.0,Victoria
Carlton,Round 20,134,16.0,58,2011,8.0,7.0,Melbourne,M.C.G.,21.0,Carlton,23.0,29.0,Victoria
Essendon,Round 20,100,15.0,99,2011,10.0,14.0,Sydney,Docklands,15.0,Essendon,29.0,25.0,Victoria
Collingwood,Round 20,21,21.0,159,2011,3.0,23.0,Collingwood,Football Park,3.0,Port Adelaide,44.0,6.0,South Australia
Adelaide,Round 20,105,14.0,110,2011,9.0,16.0,Adelaide,Gabba,16.0,Brisbane Lions,30.0,25.0,Queensland
Hawthorn,Round 20,103,8.0,86,2011,13.0,13.0,North Melbourne,University of Tasmania Stadium,15.0,Hawthorn,21.0,28.0,Victoria
West Coast,Round 20,147,6.0,90,2011,15.0,14.0,Richmond,Subiaco,22.0,West Coast,20.0,37.0,Western Australia
Collingwood,Round 21,70,5.0,89,2011,10.0,14.0,Collingwood,Docklands,10.0,St Kilda,19.0,20.0,Victoria
Hawthorn,Round 21,197,2.0,32,2011,11.0,5.0,Port Adelaide,M.C.G.,31.0,Hawthorn,7.0,42.0,Victoria
Carlton,Round 21,85,19.0,115,2011,13.0,16.0,Carlton,Subiaco,12.0,Fremantle,35.0,25.0,Western Australia
Essendon,Round 21,101,12.0,150,2011,11.0,23.0,Essendon,Docklands,15.0,Western Bulldogs,35.0,26.0,Victoria
Brisbane Lions,Round 21,123,13.0,61,2011,15.0,8.0,Gold Coast,Gabba,18.0,Brisbane Lions,21.0,33.0,Queensland
West Coast,Round 21,62,14.0,110,2011,8.0,16.0,West Coast,Docklands,9.0,Melbourne,30.0,17.0,Victoria
Richmond,Round 21,99,14.0,56,2011,15.0,7.0,Sydney,M.C.G.,14.0,Richmond,21.0,29.0,Victoria
Geelong,Round 21,85,12.0,96,2011,13.0,14.0,Geelong,Football Park,12.0,Adelaide,26.0,25.0,South Australia
Hawthorn,Round 22,66,18.0,78,2011,18.0,10.0,Hawthorn,Docklands,8.0,Carlton,28.0,26.0,Victoria
Adelaide,Round 22,64,17.0,125,2011,10.0,18.0,Adelaide,Carrara,9.0,Gold Coast,35.0,19.0,Queensland
West Coast,Round 22,134,11.0,77,2011,14.0,11.0,Essendon,Subiaco,20.0,West Coast,22.0,34.0,Western Australia
North Melbourne,Round 22,143,9.0,45,2011,17.0,6.0,Fremantle,Docklands,21.0,North Melbourne,15.0,38.0,Victoria
Collingwood,Round 22,102,6.0,84,2011,18.0,13.0,Brisbane Lions,M.C.G.,14.0,Collingwood,19.0,32.0,Victoria
Sydney,Round 22,83,8.0,68,2011,23.0,10.0,St Kilda,Stadium Australia,10.0,Sydney,18.0,33.0,New South Wales
Western Bulldogs,Round 22,97,13.0,157,2011,7.0,24.0,Western Bulldogs,Football Park,15.0,Port Adelaide,37.0,22.0,South Australia
Richmond,Round 22,110,15.0,117,2011,8.0,17.0,Richmond,M.C.G.,17.0,Melbourne,32.0,25.0,Victoria
Collingwood,Round 23,52,12.0,132,2011,4.0,20.0,Collingwood,Subiaco,8.0,Fremantle,32.0,12.0,Western Australia
Hawthorn,Round 23,113,7.0,67,2011,17.0,10.0,Western Bulldogs,M.C.G.,16.0,Hawthorn,17.0,33.0,Victoria
Sydney,Round 23,86,9.0,99,2011,14.0,15.0,Sydney,GMHBA Stadium,12.0,Geelong,24.0,26.0,Victoria
St Kilda,Round 23,135,10.0,70,2011,21.0,10.0,North Melbourne,Docklands,19.0,St Kilda,20.0,40.0,Victoria
West Coast,Round 23,81,11.0,89,2011,15.0,13.0,West Coast,Gabba,11.0,Brisbane Lions,24.0,26.0,Queensland
Richmond,Round 23,99,19.0,121,2011,9.0,17.0,Richmond,Football Park,15.0,Adelaide,36.0,24.0,South Australia
Melbourne,Round 23,112,10.0,82,2011,10.0,12.0,Gold Coast,M.C.G.,17.0,Melbourne,22.0,27.0,Victoria
Essendon,Round 23,120,11.0,113,2011,18.0,17.0,Port Adelaide,Docklands,17.0,Essendon,28.0,35.0,Victoria
Geelong,Round 24,53,17.0,149,2011,5.0,22.0,Geelong,M.C.G.,8.0,Collingwood,39.0,13.0,Victoria
Hawthorn,Round 24,97,10.0,106,2011,13.0,16.0,Hawthorn,Carrara,14.0,Gold Coast,26.0,27.0,Queensland
Western Bulldogs,Round 24,107,13.0,61,2011,17.0,8.0,Fremantle,Docklands,15.0,Western Bulldogs,21.0,32.0,Victoria
Sydney,Round 24,119,13.0,67,2011,11.0,9.0,Brisbane Lions,S.C.G.,18.0,Sydney,22.0,29.0,New South Wales
St Kilda,Round 24,66,8.0,86,2011,12.0,13.0,St Kilda,M.C.G.,9.0,Carlton,21.0,21.0,Victoria
West Coast,Round 24,145,8.0,50,2011,13.0,7.0,Adelaide,Subiaco,22.0,West Coast,15.0,35.0,Western Australia
Port Adelaide,Round 24,112,14.0,104,2011,10.0,15.0,Melbourne,Adelaide Oval,17.0,Port Adelaide,29.0,27.0,South Australia
North Melbourne,Round 24,91,14.0,104,2011,13.0,15.0,North Melbourne,Docklands,13.0,Richmond,29.0,26.0,Victoria
Geelong,Qualifying Final,98,13.0,67,2011,14.0,9.0,Hawthorn,M.C.G.,14.0,Geelong,22.0,28.0,Victoria
Collingwood,Qualifying Final,82,8.0,62,2011,10.0,9.0,West Coast,M.C.G.,12.0,Collingwood,17.0,22.0,Victoria
Sydney,Elimination Final,57,10.0,82,2011,9.0,12.0,Sydney,Docklands,8.0,St Kilda,22.0,17.0,Victoria
Carlton,Elimination Final,149,9.0,87,2011,23.0,13.0,Essendon,M.C.G.,21.0,Carlton,22.0,44.0,Victoria
Hawthorn,Semi-Final,122,8.0,86,2011,8.0,13.0,Sydney,M.C.G.,19.0,Hawthorn,21.0,27.0,Victoria
West Coast,Semi-Final,101,8.0,98,2011,11.0,15.0,Carlton,Subiaco,15.0,West Coast,23.0,26.0,Western Australia
Collingwood,Preliminary Final,68,11.0,65,2011,8.0,9.0,Hawthorn,M.C.G.,10.0,Collingwood,20.0,18.0,Victoria
Geelong,Preliminary Final,117,9.0,69,2011,15.0,10.0,West Coast,M.C.G.,17.0,Geelong,19.0,32.0,Victoria
Geelong,Grand Final,81,11.0,119,2011,9.0,18.0,Geelong,M.C.G.,12.0,Collingwood,29.0,21.0,Victoria
Sydney,Round 1,37,16.0,100,2012,7.0,14.0,Sydney,Stadium Australia,5.0,Greater Western Sydney,30.0,12.0,New South Wales
Carlton,Round 1,81,17.0,125,2012,9.0,18.0,Carlton,M.C.G.,12.0,Richmond,35.0,21.0,Victoria
Hawthorn,Round 1,137,19.0,115,2012,17.0,16.0,Collingwood,M.C.G.,20.0,Hawthorn,35.0,37.0,Victoria
Brisbane Lions,Round 1,78,17.0,119,2012,12.0,17.0,Brisbane Lions,M.C.G.,11.0,Melbourne,34.0,23.0,Victoria
Adelaide,Round 1,68,23.0,137,2012,8.0,19.0,Adelaide,Carrara,10.0,Gold Coast,42.0,18.0,Queensland
Essendon,Round 1,102,20.0,104,2012,12.0,14.0,Essendon,Docklands,15.0,North Melbourne,34.0,27.0,Victoria
Fremantle,Round 1,105,11.0,101,2012,9.0,15.0,Geelong,Subiaco,16.0,Fremantle,26.0,25.0,Western Australia
West Coast,Round 1,87,10.0,136,2012,15.0,21.0,West Coast,Docklands,12.0,Western Bulldogs,31.0,27.0,Victoria
Port Adelaide,Round 1,89,7.0,85,2012,11.0,13.0,St Kilda,Football Park,13.0,Port Adelaide,20.0,24.0,South Australia
Carlton,Round 2,63,16.0,154,2012,9.0,23.0,Carlton,Gabba,9.0,Brisbane Lions,39.0,18.0,Queensland
Essendon,Round 2,111,8.0,86,2012,15.0,13.0,Port Adelaide,Docklands,16.0,Essendon,21.0,31.0,Victoria
Sydney,Round 2,94,9.0,81,2012,10.0,12.0,Fremantle,S.C.G.,14.0,Sydney,21.0,24.0,New South Wales
West Coast,Round 2,166,4.0,58,2012,16.0,9.0,Melbourne,Subiaco,25.0,West Coast,13.0,41.0,Western Australia
Collingwood,Round 2,85,16.0,64,2012,13.0,8.0,Richmond,M.C.G.,12.0,Collingwood,24.0,25.0,Victoria
Adelaide,Round 2,82,10.0,64,2012,16.0,9.0,Western Bulldogs,Football Park,11.0,Adelaide,19.0,27.0,South Australia
North Melbourne,Round 2,183,6.0,54,2012,15.0,8.0,Greater Western Sydney,Bellerive Oval,28.0,North Melbourne,14.0,43.0,Victoria
St Kilda,Round 2,139,5.0,47,2012,13.0,7.0,Gold Coast,Docklands,21.0,St Kilda,12.0,34.0,Victoria
Geelong,Round 2,92,12.0,90,2012,8.0,13.0,Hawthorn,M.C.G.,14.0,Geelong,25.0,22.0,Victoria
Carlton,Round 3,122,8.0,62,2012,14.0,9.0,Collingwood,M.C.G.,18.0,Carlton,17.0,32.0,Victoria
Richmond,Round 3,133,8.0,74,2012,13.0,11.0,Melbourne,M.C.G.,20.0,Richmond,19.0,33.0,Victoria
Sydney,Round 3,83,9.0,105,2012,11.0,16.0,Sydney,Football Park,12.0,Port Adelaide,25.0,23.0,South Australia
Fremantle,Round 3,64,5.0,35,2012,16.0,5.0,Brisbane Lions,Subiaco,8.0,Fremantle,10.0,24.0,Western Australia
Essendon,Round 3,88,15.0,105,2012,10.0,15.0,Essendon,Carrara,13.0,Gold Coast,30.0,23.0,Queensland
St Kilda,Round 3,40,13.0,103,2012,10.0,15.0,St Kilda,Docklands,5.0,Western Bulldogs,28.0,15.0,Victoria
West Coast,Round 3,69,12.0,150,2012,9.0,23.0,West Coast,Blacktown,10.0,Greater Western Sydney,35.0,19.0,New South Wales
Hawthorn,Round 3,140,12.0,84,2012,14.0,12.0,Adelaide,M.C.G.,21.0,Hawthorn,24.0,35.0,Victoria
North Melbourne,Round 3,131,18.0,114,2012,11.0,16.0,Geelong,Docklands,20.0,North Melbourne,34.0,31.0,Victoria
Fremantle,Round 4,79,8.0,92,2012,13.0,14.0,Fremantle,Docklands,11.0,St Kilda,22.0,24.0,Victoria
Essendon,Round 4,79,19.0,109,2012,13.0,15.0,Essendon,M.C.G.,11.0,Carlton,34.0,24.0,Victoria
Collingwood,Round 4,97,13.0,73,2012,13.0,10.0,Port Adelaide,Docklands,14.0,Collingwood,23.0,27.0,Victoria
Adelaide,Round 4,96,8.0,50,2012,18.0,7.0,Greater Western Sydney,Football Park,13.0,Adelaide,15.0,31.0,South Australia
West Coast,Round 4,51,16.0,46,2012,21.0,5.0,Hawthorn,Subiaco,5.0,West Coast,21.0,26.0,Western Australia
Brisbane Lions,Round 4,111,10.0,46,2012,9.0,6.0,Gold Coast,Gabba,17.0,Brisbane Lions,16.0,26.0,Queensland
Geelong,Round 4,75,11.0,65,2012,9.0,9.0,Richmond,GMHBA Stadium,11.0,Geelong,20.0,20.0,Victoria
Sydney,Round 4,113,17.0,77,2012,11.0,10.0,North Melbourne,S.C.G.,17.0,Sydney,27.0,28.0,New South Wales
Western Bulldogs,Round 4,67,10.0,88,2012,13.0,13.0,Western Bulldogs,M.C.G.,9.0,Melbourne,23.0,22.0,Victoria
Collingwood,Round 5,80,13.0,79,2012,14.0,11.0,Essendon,M.C.G.,11.0,Collingwood,24.0,25.0,Victoria
Carlton,Round 5,57,5.0,65,2012,15.0,10.0,Carlton,Subiaco,7.0,Fremantle,15.0,22.0,Western Australia
Western Bulldogs,Round 5,62,14.0,104,2012,8.0,15.0,Western Bulldogs,UNSW Canberra Oval,9.0,Greater Western Sydney,29.0,17.0,New South Wales
North Melbourne,Round 5,127,15.0,93,2012,25.0,13.0,Gold Coast,Docklands,17.0,North Melbourne,28.0,42.0,Victoria
St Kilda,Round 5,66,12.0,84,2012,6.0,12.0,St Kilda,M.C.G.,10.0,Melbourne,24.0,16.0,Victoria
Geelong,Round 5,41,7.0,79,2012,17.0,12.0,Geelong,Gabba,4.0,Brisbane Lions,19.0,21.0,Queensland
Sydney,Round 5,69,10.0,106,2012,9.0,16.0,Sydney,University of Tasmania Stadium,10.0,Hawthorn,26.0,19.0,Victoria
West Coast,Round 5,97,11.0,107,2012,13.0,16.0,West Coast,Docklands,14.0,Richmond,27.0,27.0,Victoria
Adelaide,Round 5,110,7.0,91,2012,14.0,14.0,Port Adelaide,Football Park,16.0,Adelaide,21.0,30.0,South Australia
Collingwood,Round 6,77,8.0,98,2012,11.0,15.0,Collingwood,Docklands,11.0,Western Bulldogs,23.0,22.0,Victoria
Essendon,Round 6,129,8.0,62,2012,15.0,9.0,Brisbane Lions,Docklands,19.0,Essendon,17.0,34.0,Victoria
Geelong,Round 6,119,10.0,76,2012,17.0,11.0,Melbourne,GMHBA Stadium,17.0,Geelong,21.0,34.0,Victoria
Fremantle,Round 6,87,10.0,94,2012,3.0,14.0,Fremantle,Carrara,14.0,Gold Coast,24.0,17.0,Queensland
Hawthorn,Round 6,88,15.0,123,2012,10.0,18.0,Hawthorn,M.C.G.,13.0,St Kilda,33.0,23.0,Victoria
Adelaide,Round 6,94,9.0,99,2012,10.0,15.0,Adelaide,S.C.G.,14.0,Sydney,24.0,24.0,New South Wales
Carlton,Round 6,110,7.0,43,2012,20.0,6.0,Greater Western Sydney,Docklands,15.0,Carlton,13.0,35.0,Victoria
Richmond,Round 6,54,13.0,91,2012,6.0,13.0,Richmond,Football Park,8.0,Port Adelaide,26.0,14.0,South Australia
West Coast,Round 6,120,5.0,95,2012,18.0,15.0,North Melbourne,Subiaco,17.0,West Coast,20.0,35.0,Western Australia
Hawthorn,Round 7,49,25.0,115,2012,13.0,15.0,Hawthorn,M.C.G.,6.0,Melbourne,40.0,19.0,Victoria
Adelaide,Round 7,122,12.0,72,2012,8.0,10.0,Geelong,Football Park,19.0,Adelaide,22.0,27.0,South Australia
Greater Western Sydney,Round 7,94,13.0,67,2012,16.0,9.0,Gold Coast,UNSW Canberra Oval,13.0,Greater Western Sydney,22.0,29.0,New South Wales
Richmond,Round 7,91,14.0,62,2012,13.0,8.0,Sydney,M.C.G.,13.0,Richmond,22.0,26.0,Victoria
Essendon,Round 7,113,10.0,52,2012,17.0,7.0,West Coast,Docklands,16.0,Essendon,17.0,33.0,Victoria
Collingwood,Round 7,58,14.0,116,2012,10.0,17.0,Collingwood,Gabba,8.0,Brisbane Lions,31.0,18.0,Queensland
Western Bulldogs,Round 7,83,11.0,101,2012,11.0,15.0,Western Bulldogs,Docklands,12.0,North Melbourne,26.0,23.0,Victoria
Fremantle,Round 7,87,5.0,47,2012,15.0,7.0,Port Adelaide,Subiaco,12.0,Fremantle,12.0,27.0,Western Australia
St Kilda,Round 7,122,14.0,98,2012,8.0,14.0,Carlton,Docklands,19.0,St Kilda,28.0,27.0,Victoria
Collingwood,Round 8,96,18.0,84,2012,12.0,11.0,Geelong,M.C.G.,14.0,Collingwood,29.0,26.0,Victoria
Port Adelaide,Round 8,95,9.0,93,2012,11.0,14.0,North Melbourne,Football Park,14.0,Port Adelaide,23.0,25.0,South Australia
Hawthorn,Round 8,119,9.0,63,2012,17.0,9.0,Fremantle,University of Tasmania Stadium,17.0,Hawthorn,18.0,34.0,Victoria
Sydney,Round 8,138,7.0,37,2012,12.0,5.0,Melbourne,S.C.G.,21.0,Sydney,12.0,33.0,New South Wales
Western Bulldogs,Round 8,72,10.0,34,2012,18.0,4.0,Gold Coast,Marrara Oval,9.0,Western Bulldogs,14.0,27.0,Victoria
Essendon,Round 8,128,19.0,109,2012,14.0,15.0,Richmond,M.C.G.,19.0,Essendon,34.0,33.0,Victoria
Brisbane Lions,Round 8,132,10.0,40,2012,18.0,5.0,Greater Western Sydney,Gabba,19.0,Brisbane Lions,15.0,37.0,Queensland
Adelaide,Round 8,55,10.0,124,2012,7.0,19.0,Adelaide,Docklands,8.0,Carlton,29.0,15.0,Victoria
West Coast,Round 8,121,13.0,91,2012,13.0,13.0,St Kilda,Subiaco,18.0,West Coast,26.0,31.0,Western Australia
Geelong,Round 9,75,11.0,95,2012,9.0,14.0,Geelong,Docklands,11.0,Western Bulldogs,25.0,20.0,Victoria
Richmond,Round 9,137,15.0,75,2012,11.0,10.0,Hawthorn,M.C.G.,21.0,Richmond,25.0,32.0,Victoria
Port Adelaide,Round 9,70,16.0,118,2012,10.0,17.0,Port Adelaide,Carrara,10.0,Gold Coast,33.0,20.0,Queensland
St Kilda,Round 9,111,11.0,83,2012,15.0,12.0,Sydney,Docklands,16.0,St Kilda,23.0,31.0,Victoria
Essendon,Round 9,53,11.0,119,2012,11.0,18.0,Essendon,Sydney Showground,7.0,Greater Western Sydney,29.0,18.0,New South Wales
Collingwood,Round 9,49,15.0,75,2012,13.0,10.0,Collingwood,Football Park,6.0,Adelaide,25.0,19.0,South Australia
North Melbourne,Round 9,112,6.0,96,2012,10.0,15.0,Brisbane Lions,Docklands,17.0,North Melbourne,21.0,27.0,Victoria
Carlton,Round 9,107,13.0,49,2012,17.0,6.0,Melbourne,M.C.G.,15.0,Carlton,19.0,32.0,Victoria
West Coast,Round 9,84,6.0,36,2012,18.0,5.0,Fremantle,Subiaco,11.0,West Coast,11.0,29.0,Western Australia
Richmond,Round 10,113,13.0,121,2012,17.0,18.0,Richmond,Docklands,16.0,St Kilda,31.0,33.0,Victoria
Geelong,Round 10,126,7.0,61,2012,12.0,9.0,Greater Western Sydney,GMHBA Stadium,19.0,Geelong,16.0,31.0,Victoria
Hawthorn,Round 10,174,5.0,59,2012,12.0,9.0,North Melbourne,University of Tasmania Stadium,27.0,Hawthorn,14.0,39.0,Victoria
Adelaide,Round 10,82,9.0,111,2012,10.0,17.0,Adelaide,Subiaco,12.0,Fremantle,26.0,22.0,Western Australia
Melbourne,Round 10,52,10.0,58,2012,16.0,8.0,Melbourne,M.C.G.,6.0,Essendon,18.0,22.0,Victoria
Port Adelaide,Round 10,99,9.0,45,2012,15.0,6.0,Carlton,Football Park,14.0,Port Adelaide,15.0,29.0,South Australia
Brisbane Lions,Round 10,102,10.0,100,2012,6.0,15.0,West Coast,Gabba,16.0,Brisbane Lions,25.0,22.0,Queensland
Sydney,Round 10,132,10.0,40,2012,12.0,5.0,Western Bulldogs,S.C.G.,20.0,Sydney,15.0,32.0,New South Wales
Collingwood,Round 10,149,10.0,52,2012,11.0,7.0,Gold Coast,M.C.G.,23.0,Collingwood,17.0,34.0,Victoria
Geelong,Round 11,85,13.0,97,2012,19.0,14.0,Geelong,Docklands,11.0,Carlton,27.0,30.0,Victoria
Fremantle,Round 11,66,6.0,78,2012,12.0,12.0,Fremantle,M.C.G.,9.0,Richmond,18.0,21.0,Victoria
St Kilda,Round 11,49,18.0,144,2012,7.0,21.0,St Kilda,Carrara,7.0,Gold Coast,39.0,14.0,Queensland
Sydney,Round 11,82,8.0,86,2012,16.0,13.0,Sydney,Docklands,11.0,Essendon,21.0,27.0,Victoria
Hawthorn,Round 11,62,12.0,108,2012,8.0,16.0,Hawthorn,Football Park,9.0,Port Adelaide,28.0,17.0,South Australia
Collingwood,Round 11,87,15.0,129,2012,9.0,19.0,Collingwood,M.C.G.,13.0,Melbourne,34.0,22.0,Victoria
West Coast,Round 12,79,9.0,69,2012,19.0,10.0,Carlton,Subiaco,10.0,West Coast,19.0,29.0,Western Australia
Adelaide,Round 12,115,15.0,111,2012,13.0,16.0,St Kilda,Football Park,17.0,Adelaide,31.0,30.0,South Australia
Richmond,Round 12,74,20.0,86,2012,2.0,11.0,Richmond,Sydney Showground,12.0,Greater Western Sydney,31.0,14.0,New South Wales
North Melbourne,Round 12,80,21.0,87,2012,8.0,11.0,North Melbourne,Carrara,12.0,Gold Coast,32.0,20.0,Queensland
Hawthorn,Round 12,135,4.0,70,2012,21.0,11.0,Brisbane Lions,M.C.G.,19.0,Hawthorn,15.0,40.0,Victoria
Western Bulldogs,Round 12,95,9.0,57,2012,17.0,8.0,Port Adelaide,Docklands,13.0,Western Bulldogs,17.0,30.0,Victoria
Sydney,Round 13,80,8.0,74,2012,8.0,11.0,Geelong,S.C.G.,12.0,Sydney,19.0,20.0,New South Wales
Brisbane Lions,Round 13,56,6.0,114,2012,14.0,18.0,Brisbane Lions,Docklands,7.0,Western Bulldogs,24.0,21.0,Victoria
Collingwood,Round 13,85,10.0,82,2012,13.0,12.0,West Coast,M.C.G.,12.0,Collingwood,22.0,25.0,Victoria
Essendon,Round 13,89,11.0,113,2012,5.0,17.0,Essendon,Subiaco,14.0,Fremantle,28.0,19.0,Western Australia
Melbourne,Round 13,135,3.0,57,2012,15.0,9.0,Greater Western Sydney,M.C.G.,20.0,Melbourne,12.0,35.0,Victoria
North Melbourne,Round 13,121,11.0,89,2012,19.0,13.0,Adelaide,Docklands,17.0,North Melbourne,24.0,36.0,Victoria
Hawthorn,Round 14,70,12.0,120,2012,10.0,18.0,Hawthorn,M.C.G.,10.0,Carlton,30.0,20.0,Victoria
Collingwood,Round 14,107,6.0,78,2012,17.0,12.0,Fremantle,M.C.G.,15.0,Collingwood,18.0,32.0,Victoria
Adelaide,Round 14,106,9.0,87,2012,4.0,13.0,Richmond,Football Park,17.0,Adelaide,22.0,21.0,South Australia
West Coast,Round 14,166,10.0,40,2012,16.0,5.0,Gold Coast,Subiaco,25.0,West Coast,15.0,41.0,Western Australia
Essendon,Round 14,140,8.0,56,2012,14.0,8.0,Western Bulldogs,Docklands,21.0,Essendon,16.0,35.0,Victoria
Sydney,Round 14,132,8.0,38,2012,18.0,5.0,Greater Western Sydney,Stadium Australia,19.0,Sydney,13.0,37.0,New South Wales
Geelong,Round 14,99,13.0,61,2012,15.0,8.0,Port Adelaide,GMHBA Stadium,14.0,Geelong,21.0,29.0,Victoria
Brisbane Lions,Round 14,122,13.0,61,2012,14.0,8.0,Melbourne,Gabba,18.0,Brisbane Lions,21.0,32.0,Queensland
North Melbourne,Round 14,103,10.0,136,2012,13.0,21.0,North Melbourne,Docklands,15.0,St Kilda,31.0,28.0,Victoria
Carlton,Round 15,62,13.0,85,2012,14.0,12.0,Carlton,M.C.G.,8.0,Collingwood,25.0,22.0,Victoria
West Coast,Round 15,84,14.0,86,2012,6.0,12.0,West Coast,Bellerive Oval,13.0,North Melbourne,26.0,19.0,Victoria
Richmond,Round 15,78,23.0,101,2012,12.0,13.0,Richmond,M.C.G.,11.0,Melbourne,36.0,23.0,Victoria
Sydney,Round 15,110,9.0,63,2012,14.0,9.0,Brisbane Lions,S.C.G.,16.0,Sydney,18.0,30.0,New South Wales
St Kilda,Round 15,133,14.0,62,2012,7.0,8.0,Essendon,Docklands,21.0,St Kilda,22.0,28.0,Victoria
Adelaide,Round 15,58,14.0,116,2012,10.0,17.0,Adelaide,Football Park,8.0,Port Adelaide,31.0,18.0,South Australia
Hawthorn,Round 15,193,7.0,31,2012,25.0,4.0,Greater Western Sydney,M.C.G.,28.0,Hawthorn,11.0,53.0,Victoria
Geelong,Round 15,96,20.0,110,2012,18.0,15.0,Geelong,Carrara,13.0,Gold Coast,35.0,31.0,Queensland
Fremantle,Round 15,95,9.0,57,2012,11.0,8.0,Western Bulldogs,Subiaco,14.0,Fremantle,17.0,25.0,Western Australia
North Melbourne,Round 16,149,12.0,96,2012,5.0,14.0,Carlton,Docklands,24.0,North Melbourne,26.0,29.0,Victoria
Fremantle,Round 16,83,9.0,117,2012,11.0,18.0,Fremantle,Docklands,12.0,Melbourne,27.0,23.0,Victoria
Essendon,Round 16,77,13.0,127,2012,11.0,19.0,Essendon,Football Park,11.0,Port Adelaide,32.0,22.0,South Australia
Gold Coast,Round 16,88,12.0,90,2012,10.0,13.0,Gold Coast,Cazaly's Stadium,13.0,Richmond,25.0,23.0,Victoria
Collingwood,Round 16,79,8.0,110,2012,19.0,17.0,Collingwood,M.C.G.,10.0,Geelong,25.0,29.0,Victoria
St Kilda,Round 16,92,9.0,105,2012,8.0,16.0,St Kilda,Gabba,14.0,Brisbane Lions,25.0,22.0,Queensland
Adelaide,Round 16,59,16.0,178,2012,11.0,27.0,Adelaide,Sydney Showground,8.0,Greater Western Sydney,43.0,19.0,New South Wales
Hawthorn,Round 16,44,14.0,116,2012,8.0,17.0,Hawthorn,Docklands,6.0,Western Bulldogs,31.0,14.0,Victoria
Sydney,Round 16,69,13.0,121,2012,9.0,18.0,Sydney,Subiaco,10.0,West Coast,31.0,19.0,Western Australia
Geelong,Round 17,134,7.0,67,2012,14.0,10.0,Essendon,Docklands,20.0,Geelong,17.0,34.0,Victoria
Hawthorn,Round 17,91,12.0,138,2012,13.0,21.0,Hawthorn,M.C.G.,13.0,Collingwood,33.0,26.0,Victoria
Adelaide,Round 17,124,9.0,75,2012,10.0,11.0,West Coast,Football Park,19.0,Adelaide,20.0,29.0,South Australia
Brisbane Lions,Round 17,48,11.0,59,2012,18.0,8.0,Brisbane Lions,Carrara,5.0,Gold Coast,19.0,23.0,Queensland
Carlton,Round 17,84,6.0,102,2012,12.0,16.0,Carlton,Docklands,12.0,Western Bulldogs,22.0,24.0,Victoria
Port Adelaide,Round 17,56,12.0,84,2012,8.0,12.0,Port Adelaide,Marrara Oval,8.0,Melbourne,24.0,16.0,Victoria
Sydney,Round 17,105,16.0,76,2012,15.0,10.0,St Kilda,S.C.G.,15.0,Sydney,26.0,30.0,New South Wales
North Melbourne,Round 17,99,13.0,103,2012,15.0,15.0,North Melbourne,M.C.G.,14.0,Richmond,28.0,29.0,Victoria
Fremantle,Round 17,132,7.0,37,2012,24.0,5.0,Greater Western Sydney,Subiaco,18.0,Fremantle,12.0,42.0,Western Australia
Hawthorn,Round 18,86,18.0,180,2012,14.0,27.0,Hawthorn,Docklands,12.0,Essendon,45.0,26.0,Victoria
Geelong,Round 18,102,9.0,75,2012,12.0,11.0,Adelaide,GMHBA Stadium,15.0,Geelong,20.0,27.0,Victoria
North Melbourne,Round 18,127,7.0,73,2012,13.0,11.0,Melbourne,Docklands,19.0,North Melbourne,18.0,32.0,Victoria
Collingwood,Round 18,54,18.0,174,2012,12.0,26.0,Collingwood,Sydney Showground,7.0,Greater Western Sydney,44.0,19.0,New South Wales
Carlton,Round 18,95,13.0,91,2012,11.0,13.0,Richmond,M.C.G.,14.0,Carlton,26.0,25.0,Victoria
Sydney,Round 18,54,12.0,126,2012,6.0,19.0,Sydney,Carrara,8.0,Gold Coast,31.0,14.0,Queensland
Fremantle,Round 18,48,9.0,75,2012,12.0,11.0,Fremantle,Football Park,6.0,Port Adelaide,20.0,18.0,South Australia
St Kilda,Round 18,118,6.0,42,2012,22.0,6.0,Western Bulldogs,Docklands,16.0,St Kilda,12.0,38.0,Victoria
West Coast,Round 18,175,5.0,77,2012,7.0,12.0,Brisbane Lions,Subiaco,28.0,West Coast,17.0,35.0,Western Australia
Geelong,Round 19,116,10.0,118,2012,14.0,18.0,Geelong,M.C.G.,17.0,Hawthorn,28.0,31.0,Victoria
North Melbourne,Round 19,61,7.0,115,2012,13.0,18.0,North Melbourne,Docklands,8.0,Western Bulldogs,25.0,21.0,Victoria
Greater Western Sydney,Round 19,107,13.0,73,2012,11.0,10.0,Port Adelaide,Sydney Showground,16.0,Greater Western Sydney,23.0,27.0,New South Wales
Fremantle,Round 19,113,12.0,48,2012,11.0,6.0,West Coast,Subiaco,17.0,Fremantle,18.0,28.0,Western Australia
Collingwood,Round 19,91,7.0,85,2012,19.0,13.0,St Kilda,M.C.G.,12.0,Collingwood,20.0,31.0,Victoria
Richmond,Round 19,84,12.0,132,2012,12.0,20.0,Richmond,Gabba,12.0,Brisbane Lions,32.0,24.0,Queensland
Melbourne,Round 19,108,12.0,66,2012,12.0,9.0,Gold Coast,M.C.G.,16.0,Melbourne,21.0,28.0,Victoria
Sydney,Round 19,71,9.0,93,2012,11.0,14.0,Sydney,Docklands,10.0,Carlton,23.0,21.0,Victoria
